Cell_id,Cell_Latitude,Cell_Longitude,Is_Venue_Explore
"55.5224833695889,37.33999278481363",55.5224833695889,37.33999278481363,False
"55.52079366429822,37.348782073217926",55.52079366429822,37.348782073217926,False
"55.51910336213278,37.357570430251045",55.51910336213278,37.357570430251045,False
"55.517412463237676,37.36635785571933",55.517412463237676,37.36635785571933,False
"55.51572096775803,37.37514434942935",55.51572096775803,37.37514434942935,False
"55.514028875838946,37.38392991118786",55.514028875838946,37.38392991118786,False
"55.503863807226786,37.436623699960016",55.503863807226786,37.436623699960016,False
"55.50047068609036,37.454180831876585",55.50047068609036,37.454180831876585,False
"55.525956828040506,37.34696727483874",55.525956828040506,37.34696727483874,False
"55.524266552929866,37.35575689749937",55.524266552929866,37.35575689749937,False
"55.522575680944506,37.36454558836432",55.522575680944506,37.36454558836432,False
"55.52088421222952,37.37333334724005",55.52088421222952,37.37333334724005,False
"55.51919214693011,37.38212017393317",55.51919214693011,37.38212017393317,False
"55.51072287674891,37.42604031790602",55.51072287674891,37.42604031790602,False
"55.50733099766872,37.443601843471384",55.50733099766872,37.443601843471384,False
"55.502238713744745,37.4699371284229",55.502238713744745,37.4699371284229,False
"55.49884088262261,37.48748931389327",55.49884088262261,37.48748931389327,False
"55.49714107494601,37.49626400470626",55.49714107494601,37.49626400470626,False
"55.49544067271967,37.50503776065021",55.49544067271967,37.50503776065021,False
"55.53112003093222,37.345152142106286",55.53112003093222,37.345152142106286,False
"55.52773893790979,37.36273298750516",55.52773893790979,37.36273298750516,False
"55.52435545738865,37.38031010402309",55.52435545738865,37.38031010402309,False
"55.52096959053047,37.39788349011309",55.52096959053047,37.39788349011309,False
"55.519275762588094,37.40666878376502",55.519275762588094,37.40666878376502,False
"55.51419070245149,37.43301906483692",55.51419070245149,37.43301906483692,False
"55.51249449078722,37.44180062459194",55.51249449078722,37.44180062459194,False
"55.5107976835559,37.45058125039248",55.5107976835559,37.45058125039248,False
"55.502304718983034,37.49447036337526",55.502304718983034,37.49447036337526,False
"55.54809808600083,37.28176550160482",55.54809808600083,37.28176550160482,False
"55.546412049382404,37.290564177155346",55.546412049382404,37.290564177155346,False
"55.54472541458317,37.29936192181025",55.54472541458317,37.29936192181025,False
"55.53628327295217,37.34333667482666",55.53628327295217,37.34333667482666,False
"55.529518807193405,37.378499701264495",55.529518807193405,37.378499701264495,False
"55.5278261985673,37.387288126261694",55.5278261985673,37.387288126261694,False
"55.52443919170822,37.40486217696832",55.52443919170822,37.40486217696832,False
"55.52274479376588,37.41364780229195",55.52274479376588,37.41364780229195,False
"55.52104979967546,37.422432494005584",55.52104979967546,37.422432494005584,False
"55.517658023631846,37.43999907583343",55.517658023631846,37.43999907583343,False
"55.51426386474066,37.45756192091496",55.51426386474066,37.45756192091496,False
"55.50406710261922,37.51022802035977",55.50406710261922,37.51022802035977,False
"55.5023655604993,37.51900242970779",55.5023655604993,37.51900242970779,False
"55.498960693198654,37.536548440496006",55.498960693198654,37.536548440496006,False
"55.49725736830925,37.54532004155631",55.49725736830925,37.54532004155631,False
"55.49555344945471,37.55409070614113",55.49555344945471,37.55409070614113,False
"55.556631393736254,37.262338144080125",55.556631393736254,37.262338144080125,False
"55.54988855743852,37.2975397818175",55.54988855743852,37.2975397818175,False
"55.54820135254851,37.3063378634373",55.54820135254851,37.3063378634373,False
"55.54651354962243,37.31513501354081",55.54651354962243,37.31513501354081,False
"55.54482514880541,37.32393123193317",55.54482514880541,37.32393123193317,False
"55.54313615024259,37.332726518419676",55.54313615024259,37.332726518419676,False
"55.53806556953115,37.35910678450016",55.53806556953115,37.35910678450016,False
"55.53637418143707,37.36789834142032",55.53637418143707,37.36789834142032,False
"55.532989614335044,37.38547865643815",55.532989614335044,37.38547865643815,False
"55.5228215961816,37.43819719700399",55.5228215961816,37.43819719700399,False
"55.51942748839173,37.455762570560196",55.51942748839173,37.455762570560196,False
"55.51772954107535,37.464543855230374",55.51772954107535,37.464543855230374,False
"55.512632127186556,37.49088209851132",55.512632127186556,37.49088209851132,False
"55.50923087610005,37.508436249846355",55.50923087610005,37.508436249846355,False
"55.504124539641715,37.534760456757425",55.504124539641715,37.534760456757425,False
"55.502421238783995,37.54353331960921",55.502421238783995,37.54353331960921,False
"55.50071734381666,37.552305245751924",55.50071734381666,37.552305245751924,False
"55.49901285488544,37.561076234995994",55.49901285488544,37.561076234995994,False
"55.497307772136125,37.56984628715206",55.497307772136125,37.56984628715206,False
"55.495602095714474,37.57861540203092",55.495602095714474,37.57861540203092,False
"55.56684521606813,37.23409578156335",55.56684521606813,37.23409578156335,False
"55.56516223051062,37.242901648416066",55.56516223051062,37.242901648416066,False
"55.561794461949866,37.26051059079602",55.561794461949866,37.26051059079602,False
"55.56010967923664,37.2693136659307",55.56010967923664,37.2693136659307,False
"55.555051739106055,37.29571730476227",55.555051739106055,37.29571730476227,False
"55.55336456221583,37.304516654863335",55.55336456221583,37.304516654863335,False
"55.55167678714415,37.31331507321751",55.55167678714415,37.31331507321751,False
"55.54998841403615,37.322112559629794",55.54998841403615,37.322112559629794,False
"55.54829944303701,37.33090911390539",55.54829944303701,37.33090911390539,False
"55.54322894414487,37.35729318196695",55.54322894414487,37.35729318196695,False
"55.54153758303343,37.3660860057517",55.54153758303343,37.3660860057517,False
"55.539845624757085,37.3748778964287",55.539845624757085,37.3748778964287,False
"55.536459917291026,37.39245887768519",55.536459917291026,37.39245887768519,False
"55.52628847805338,37.44517940677293",55.52628847805338,37.44517940677293,False
"55.524591151835146,37.45396289079098",55.524591151835146,37.45396289079098,False
"55.52289322990625,37.46274543977397",55.52289322990625,37.46274543977397,False
"55.50758514958972,37.54174627248485",55.50758514958972,37.54174627248485,False
"55.504176813428394,37.55929171160017",55.504176813428394,37.55929171160017,False
"55.502471754330976,37.568063025269716",55.502471754330976,37.568063025269716,False
"55.50076610141684,37.57683340142805",55.50076610141684,37.57683340142805,False
"55.499059854831806,37.58560283988609",55.499059854831806,37.58560283988609,False
"55.49735301472174,37.59437134045493",55.49735301472174,37.59437134045493,False
"55.573690593065066,37.22345601067029",55.573690593065066,37.22345601067029,False
"55.56527281465816,37.267487043513576",55.56527281465816,37.267487043513576,False
"55.563587461674224,37.276290457281775",55.563587461674224,37.276290457281775,False
"55.56190150992797,37.28509293965893",55.56190150992797,37.28509293965893,False
"55.558527810728876,37.302695109457446",55.558527810728876,37.302695109457446,False
"55.55684006356636,37.311494796487985",55.55684006356636,37.311494796487985,False
"55.553462774841364,37.32909137383606",55.553462774841364,37.32909137383606,False
"55.54839235793237,37.35547924515484",55.54839235793237,37.35547924515484,False
"55.545009092473705,37.37306649396468",55.545009092473705,37.37306649396468,False
"55.543316563924556,37.38185871816702",55.543316563924556,37.38185871816702,False
"55.53992971591351,37.3994403651988",55.53992971591351,37.3994403651988,False
"55.53484496879636,37.42580582941719",55.53484496879636,37.42580582941719,False
"55.53314886031234,37.43459244836431",55.53314886031234,37.43459244836431,False
"55.53145215568167,37.44337813242784",55.53145215568167,37.44337813242784,False
"55.52975485504988,37.45216288141563",55.52975485504988,37.45216288141563,False
"55.52805695856256,37.460946695135696",55.52805695856256,37.460946695135696,False
"55.52295969542324,37.48729252277303",55.52295969542324,37.48729252277303,False
"55.52125941696977,37.49607259350662",55.52125941696977,37.49607259350662,False
"55.514452353338925,37.53118351228855",55.514452353338925,37.53118351228855,False
"55.51104525367365,37.548733350521985",55.51104525367365,37.548733350521985,False
"55.50934081238879,37.55750686368418",55.50934081238879,37.55750686368418,False
"55.507635776996864,37.566279439290476",55.507635776996864,37.566279439290476,False
"55.505930147643745,37.57505107715149",55.505930147643745,37.57505107715149,False
"55.50422392447532,37.58382177707801",55.50422392447532,37.58382177707801,False
"55.502517107637466,37.59259153888102",55.502517107637466,37.59259153888102,False
"55.50080969727613,37.60136036237169",55.50080969727613,37.60136036237169,False
"55.49910169353725,37.610128247361445",55.49910169353725,37.610128247361445,False
"55.582216478138974,37.2040012269037",55.582216478138974,37.2040012269037,False
"55.57885362217566,37.2216226959458",55.57885362217566,37.2216226959458,False
"55.57717129445399,37.23043203490186",55.57717129445399,37.23043203490186,False
"55.570435988684444,37.2656600823649",55.570435988684444,37.2656600823649,False
"55.568750664246664,37.2744647661578",55.568750664246664,37.2744647661578,False
"55.565378218792446,37.2920713386833",55.565378218792446,37.2920713386833,False
"55.56369109806633,37.30087322702447",55.56369109806633,37.30087322702447,False
"55.558626145634406,37.32727329801711",55.558626145634406,37.32727329801711,False
"55.55693663189004,37.336071456354254",55.55693663189004,37.336071456354254,False
"55.553555810872474,37.35366497386984",55.553555810872474,37.35366497386984,False
"55.54678699879157,37.388840806828746",55.54678699879157,37.388840806828746,False
"55.543399010054586,37.40642311917208",55.543399010054586,37.40642311917208,False
"55.53831255185127,37.432789578169775",55.53831255185127,37.432789578169775,False
"55.53491859801498,37.45036254224232",55.53491859801498,37.45036254224232,False
"55.53322072702332,37.45914762112398",55.53322072702332,37.45914762112398,False
"55.53152226017679,37.467931764313356",55.53152226017679,37.467931764313356,False
"55.52982319762102,37.47671497161873",55.52982319762102,37.47671497161873,False
"55.52812353950171,37.485497242848666",55.52812353950171,37.485497242848666,False
"55.52642328596451,37.49427857781184",55.52642328596451,37.49427857781184,False
"55.52472243715514,37.5030589763172",55.52472243715514,37.5030589763172,False
"55.52302099321934,37.51183843817382",55.52302099321934,37.51183843817382,False
"55.519616320551435,37.52939455117831",55.519616320551435,37.52939455117831,False
"55.51450485174585,37.55572169105859",55.51450485174585,37.55572169105859,False
"55.512799840113,37.56449552902512",55.512799840113,37.56449552902512,False
"55.511094234374454,37.57326842901221",55.511094234374454,37.57326842901221,False
"55.50938803467613,37.58204039083051",55.50938803467613,37.58204039083051,False
"55.507681241163965,37.590811414290904",55.507681241163965,37.590811414290904,False
"55.5059738539839,37.59958149920447",55.5059738539839,37.59958149920447,False
"55.50426587328192,37.60835064538246",55.50426587328192,37.60835064538246,False
"55.5873794864603,37.202165027225",55.5873794864603,37.202165027225,False
"55.58569838806178,37.21097749893011",55.58569838806178,37.21097749893011,False
"55.58401668959407,37.21978904016033",55.58401668959407,37.21978904016033,False
"55.58233439120218,37.22859965071834",55.58233439120218,37.22859965071834,False
"55.58065149303118,37.237409330407",55.58065149303118,37.237409330407,False
"55.57896799522611,37.24621807902938",55.57896799522611,37.24621807902938,False
"55.57559920129414,37.263832782288645",55.57559920129414,37.263832782288645,False
"55.57391390545749,37.272638736532656",55.57391390545749,37.272638736532656,False
"55.56378955539489,37.32545488625387",55.56378955539489,37.32545488625387,False
"55.56040998503416,37.343052807378974",55.56040998503416,37.343052807378974,False
"55.558719302943985,37.35185036791787",55.558719302943985,37.35185036791787,False
"55.55702802310771,37.36064699484844",55.55702802310771,37.36064699484844,False
"55.546867799566336,37.413407139798004",55.546867799566336,37.413407139798004,False
"55.543476283011245,37.430986377135774",55.543476283011245,37.430986377135774,False
"55.54177963000586,37.43977459287797",55.54177963000586,37.43977459287797,False
"55.540082380709435,37.448561873079136",55.540082380709435,37.448561873079136,False
"55.53838453526754,37.457348217547086",55.53838453526754,37.457348217547086,False
"55.533287423525735,37.48370163463269",55.533287423525735,37.48370163463269,False
"55.531587194958746,37.49248423424982",55.531587194958746,37.49248423424982,False
"55.529886370974786,37.50126589717577",55.529886370974786,37.50126589717577,False
"55.528184951719595,37.51004662321951",55.528184951719595,37.51004662321951,False
"55.52648293733899,37.51882641219025",55.52648293733899,37.51882641219025,False
"55.516258361588214,37.57148545682103",55.516258361588214,37.57148545682103,False
"55.51455218541352,37.580258680954614",55.51455218541352,37.580258680954614,False
"55.51113805133515,37.5978023132556",55.51113805133515,37.5978023132556,False
"55.50943009372349,37.606572721045104",55.50943009372349,37.606572721045104,False
"55.50772154259153,37.615342189675715",55.50772154259153,37.615342189675715,False
"55.506012398085346,37.624110718958974",55.506012398085346,37.624110718958974,False
"55.592542532957424,37.20032848543383",55.592542532957424,37.20032848543383,False
"55.58917979529884,37.217955043116696",55.58917979529884,37.217955043116696,False
"55.58749752629196,37.226766925703686",55.58749752629196,37.226766925703686,False
"55.582447120301936,37.253196986080525",55.582447120301936,37.253196986080525,False
"55.56557348886963,37.3412365977676",55.56557348886963,37.3412365977676,False
"55.546943426659766,37.43797232728884",55.546943426659766,37.43797232728884,False
"55.53845134747434,37.48190569793384",55.53845134747434,37.48190569793384,False
"55.53505034482687,37.499472490400485",55.53505034482687,37.499472490400485,False
"55.5333489503062,37.50825448105574",55.5333489503062,37.50825448105574,False
"55.5316469605153,37.51703553440429",55.5316469605153,37.51703553440429,False
"55.529944375600046,37.52581565025546",55.529944375600046,37.52581565025546,False
"55.526537420979885,37.54337306870365",55.526537420979885,37.54337306870365,False
"55.51971637666674,37.57847664726125",55.51971637666674,37.57847664726125,False
"55.514594354841265,37.604794474160876",55.514594354841265,37.604794474160876,False
"55.5128858267086,37.61356520459154",55.5128858267086,37.61356520459154,False
"55.60106589392481,37.1808587751004",55.60106589392481,37.1808587751004,False
"55.599386056092385,37.189675653485864",55.599386056092385,37.189675653485864,False
"55.597705617608824,37.19849160133249",55.597705617608824,37.19849160133249,False
"55.59602457861917,37.20730661844233",55.59602457861917,37.20730661844233,False
"55.59434293926849,37.21612070461763",55.59434293926849,37.21612070461763,False
"55.59097786006438,37.233746083374605",55.59097786006438,37.233746083374605,False
"55.585925742178226,37.260177164568525",55.585925742178226,37.260177164568525,False
"55.58424050370888,37.26898566099487",55.58424050370888,37.26898566099487,False
"55.56904640439641,37.348220151236106",55.56904640439641,37.348220151236106,False
"55.56735517901651,37.357019315725914",55.56735517901651,37.357019315725914,False
"55.565663355745166,37.36581754594967",55.565663355745166,37.36581754594967,False
"55.56227791611026,37.383411202822465",55.56227791611026,37.383411202822465,False
"55.55549986854638,37.418587296844294",55.55549986854638,37.418587296844294,False
"55.55380386411004,37.427378981779405",55.55380386411004,37.427378981779405,False
"55.55210726294682,37.436169730900495",55.55210726294682,37.436169730900495,False
"55.54871227102241,37.453748420930275",55.54871227102241,37.453748420930275,False
"55.54701388055263,37.462536361454355",55.54701388055263,37.462536361454355,False
"55.54361531132663,37.48010943256077",55.54361531132663,37.48010943256077,False
"55.541915132861945,37.48889456275968",55.541915132861945,37.48889456275968,False
"55.53851298895826,37.50646201149173",55.53851298895826,37.50646201149173,False
"55.536811023810934,37.51524432964261",55.536811023810934,37.51524432964261,False
"55.535108463394444,37.524025710062226",55.535108463394444,37.524025710062226,False
"55.53340530785469,37.53280615255993",55.53340530785469,37.53280615255993,False
"55.52999721198912,37.55036422302803",55.52999721198912,37.55036422302803,False
"55.524880608415046,37.57669428956123",55.524880608415046,37.57669428956123,False
"55.521466567885334,37.594242972258094",55.521466567885334,37.594242972258094,False
"55.519758656614535,37.60301590454117",55.519758656614535,37.60301590454117,False
"55.51805015153458,37.61178789719544",55.51805015153458,37.61178789719544,False
"55.606228956696015,37.1790190011144",55.606228956696015,37.1790190011144,False
"55.60454914894311,37.18783715330308",55.60454914894311,37.18783715330308,False
"55.602868740393006,37.1966543747232",55.602868740393006,37.1966543747232,False
"55.60118773119079,37.20547066517671",55.60118773119079,37.20547066517671,False
"55.599506121481554,37.21428602446574",55.599506121481554,37.21428602446574,False
"55.59782391141041,37.22310045239261",55.59782391141041,37.22310045239261,False
"55.596141101122484,37.23191394875984",55.596141101122484,37.23191394875984,False
"55.59445769076295,37.24072651337016",55.59445769076295,37.24072651337016,False
"55.59277368047701,37.2495381460265",55.59277368047701,37.2495381460265,False
"55.59108907040985,37.25834884653198",55.59108907040985,37.25834884653198,False
"55.5894038607067,37.26715861468991",55.5894038607067,37.26715861468991,False
"55.57251881566512,37.35520497402621",55.57251881566512,37.35520497402621,False
"55.57082701955847,37.36400447343687",55.57082701955847,37.36400447343687,False
"55.56574804447276,37.39039736273902",55.56574804447276,37.39039736273902,False
"55.562359073566554,37.407987946227024",55.562359073566554,37.407987946227024,False
"55.560663692295535,37.416781834576426",55.560663692295535,37.416781834576426,False
"55.557271138846,37.43436680352049",55.557271138846,37.43436680352049,False
"55.55557396695886,37.443157883729484",55.55557396695886,37.443157883729484,False
"55.553876198491075,37.45194802750638",55.553876198491075,37.45194802750638,False
"55.55217783358843,37.460737234658815",55.55217783358843,37.460737234658815,False
"55.548779315061644,37.47831283832203",55.548779315061644,37.47831283832203,False
"55.54707916172908,37.48709923444912",55.54707916172908,37.48709923444912,False
"55.545378412544885,37.495884693184436",55.545378412544885,37.495884693184436,False
"55.5436770676549,37.50466921433661",55.5436770676549,37.50466921433661,False
"55.541975127205006,37.5134527977145",55.541975127205006,37.5134527977145,False
"55.54027259134112,37.52223544312717",55.54027259134112,37.52223544312717,False
"55.53856946020918,37.531017150383875",55.53856946020918,37.531017150383875,False
"55.536865733955125,37.53979791929404",55.536865733955125,37.53979791929404,False
"55.53516141272494,37.548577749667324",55.53516141272494,37.548577749667324,False
"55.5300448806377,37.574911607665236",55.5300448806377,37.574911607665236,False
"55.52833818096322,37.58368768199136",55.52833818096322,37.58368768199136,False
"55.52663088704281,37.59246281683175",55.52663088704281,37.59246281683175,False
"55.52321451704878,37.61001026729891",55.52321451704878,37.61001026729891,False
"55.514663202990825,37.653862439248705",55.514663202990825,37.653862439248705,False
"55.5112385248092,37.671396722389396",55.5112385248092,37.671396722389396,False
"55.613071233997246,37.16835852634689",55.613071233997246,37.16835852634689,False
"55.61139205746763,37.1771788835667",55.61139205746763,37.1771788835667,False
"55.60971227984968,37.185998309986545",55.60971227984968,37.185998309986545,False
"55.608031901288435,37.19481680540805",55.608031901288435,37.19481680540805,False
"55.606350921929014,37.20363436963303",55.606350921929014,37.20363436963303,False
"55.599620999412366,37.2388953106109",55.599620999412366,37.2388953106109,False
"55.59793701823937,37.24770821588739",55.59793701823937,37.24770821588739,False
"55.59625243713932,37.256520188782424",55.59625243713932,37.256520188782424,False
"55.594567256257456,37.26533122909919",55.594567256257456,37.26533122909919,False
"55.5844435836862,37.318177875860464",55.5844435836862,37.318177875860464,False
"55.577682491414954,37.353390297308415",55.577682491414954,37.353390297308415,False
"55.572605390788105,37.37978979941275",55.572605390788105,37.37978979941275,False
"55.56243505433628,37.432563544956245",55.56243505433628,37.432563544956245,False
"55.56073790836065,37.44135589268539",55.56073790836065,37.44135589268539,False
"55.55734182637787,37.458937777955484",55.55734182637787,37.458937777955484,False
"55.55224323051201,37.48530357750644",55.55224323051201,37.48530357750644,False
"55.55054250636898,37.494090302361386",55.55054250636898,37.494090302361386,False
"55.54884118637521,37.502876089399386",55.54884118637521,37.502876089399386,False
"55.54713927067666,37.511660938429195",55.54713927067666,37.511660938429195,False
"55.54543675941921,37.52044484925972",55.54543675941921,37.52044484925972,False
"55.54373365274886,37.52922782170013",55.54373365274886,37.52922782170013,False
"55.542029950811596,37.53800985555974",55.542029950811596,37.53800985555974,False
"55.540325653753456,37.5467909506481",55.540325653753456,37.5467909506481,False
"55.53862076172041,37.55557110677492",55.53862076172041,37.55557110677492,False
"55.53691527485856,37.56435032375014",55.53691527485856,37.56435032375014,False
"55.533502517232726,37.58190593948645",55.533502517232726,37.58190593948645,False
"55.531795246760964,37.590682337868365",55.531795246760964,37.590682337868365,False
"55.52666987046417,37.61700589279837",55.52666987046417,37.61700589279837,False
