Borough_Name,Borough_Latitude,Borough_Longitude,Venue,Venue_Latitude,Venue_Longitude,Venue_Category
Академический,55.689737699999995,37.5767712,Винный буфетъ,55.691166,37.575811,Wine Bar
Академический,55.689737699999995,37.5767712,Billy McDaniel,55.68810383774521,37.5716078054579,Pub
Академический,55.689737699999995,37.5767712,Академический парк,55.691777,37.568886,Park
Академический,55.689737699999995,37.5767712,Вкусвилл,55.68690418054992,37.57519624245631,Health Food Store
Академический,55.689737699999995,37.5767712,Здоров.ру,55.687911247230936,37.57155776023864,Pharmacy
Академический,55.689737699999995,37.5767712,"Кондитерская ""Добрынинский""",55.68918227118196,37.569917625959114,Candy Store
Академический,55.689737699999995,37.5767712,Naused центр гимнастики и акробатики,55.691772,37.570251,Gymnastics Gym
Академический,55.689737699999995,37.5767712,HobbyGames,55.688508748523375,37.57008734652688,Toy / Game Store
Академический,55.689737699999995,37.5767712,Lюstra Bar,55.68989424674062,37.57522442087797,Cocktail Bar
Академический,55.689737699999995,37.5767712,Лен и Гречка,55.692623,37.57453,Bakery
Академический,55.689737699999995,37.5767712,Вкусвилл,55.69179955124574,37.5882354991892,Health Food Store
Академический,55.689737699999995,37.5767712,Салон красоты Фабрика Грёз,55.68318562264046,37.580517151697336,Salon / Barbershop
Академический,55.689737699999995,37.5767712,ВкусВилл,55.68494356337381,37.570511985687084,Health Food Store
Академический,55.689737699999995,37.5767712,Сквер «200 лет А. С. Пушкину»,55.68781382005066,37.57553815841675,Park
Академический,55.689737699999995,37.5767712,Крымские вина,55.68465402548613,37.583737551943074,Wine Shop
Академический,55.689737699999995,37.5767712,Бочка,55.68971422936236,37.57478913849055,Beer Store
Академический,55.689737699999995,37.5767712,Узбекские лепешки,55.69233696048315,37.576015858982366,Bakery
Академический,55.689737699999995,37.5767712,Суши Wok,55.689272,37.574491,Sushi Restaurant
Академический,55.689737699999995,37.5767712,Парк «Новые Черёмушки»,55.69354677436616,37.58978605270386,Park
Академический,55.689737699999995,37.5767712,Бинооптика,55.68307929195413,37.56978616718559,Optical Shop
Академический,55.689737699999995,37.5767712,Ботик Петра,55.69488999349782,37.56842806488638,Restaurant
Академический,55.689737699999995,37.5767712,Хариус Хаус,55.68339124202626,37.58610320260164,Fish Market
Академический,55.689737699999995,37.5767712,Красное&белое,55.69331696235676,37.57780281824969,Liquor Store
Академический,55.689737699999995,37.5767712,Самсон-Фарма,55.68285,37.569492,Drugstore
Академический,55.689737699999995,37.5767712,Dr. Loder,55.68492098334243,37.58594929501382,Gym / Fitness Center
Академический,55.689737699999995,37.5767712,Корчма Тарас Бульба,55.684178,37.568803,Ukrainian Restaurant
Академический,55.689737699999995,37.5767712,Государственный Дарвиновский музей / State Darwin Museum,55.69129962252955,37.561419738265904,Science Museum
Академический,55.689737699999995,37.5767712,Двор с фонтаном,55.692286420653254,37.57720339869524,Playground
Академический,55.689737699999995,37.5767712,Пивное заведение Фон Вакано,55.6924365500346,37.56275595364908,Beer Bar
Академический,55.689737699999995,37.5767712,Примавера,55.691779640714834,37.561297270037194,Italian Restaurant
Алексеевский,55.8148783,37.6506684,Чебуречная,55.816767431485076,37.64683966174968,Snack Place
Алексеевский,55.8148783,37.6506684,ВкусВилл,55.818131419674124,37.64685171021206,Convenience Store
Алексеевский,55.8148783,37.6506684,Ракетный бульвар,55.81830399294692,37.65283147780195,Park
Алексеевский,55.8148783,37.6506684,SIS-Motors,55.8139546028688,37.65669107437134,Auto Workshop
Алексеевский,55.8148783,37.6506684,"Салон красоты ""Фукко""",55.81664678586054,37.647442590424156,Cosmetics Shop
Алексеевский,55.8148783,37.6506684,Безлимит.ру / Bezlimit.ru,55.81079028969416,37.65078410911356,Mobile Phone Shop
Алексеевский,55.8148783,37.6506684,Марквет,55.811219269126894,37.63879860690398,Pet Store
Алексеевский,55.8148783,37.6506684,"Студия Звукозаписи ""Космос""",55.82196136159386,37.64973719474262,Recording Studio
Алексеевский,55.8148783,37.6506684,Аллея Космонавтов,55.82036160774294,37.63935864790164,Park
Алексеевский,55.8148783,37.6506684,PTM Care,55.80787,37.649459,Auto Workshop
Алексеевский,55.8148783,37.6506684,Кинологический центр «Сокольники»,55.807835747734906,37.659029731447156,Dog Run
Алексеевский,55.8148783,37.6506684,Крафтмания,55.81405174451092,37.63915038623882,Beer Store
Алексеевский,55.8148783,37.6506684,Рок-Бункер / Rock Bunker,55.821039679429305,37.65249130640304,Clothing Store
Алексеевский,55.8148783,37.6506684,Hobby Games,55.80925566666596,37.63971772481407,Toy / Game Store
Алексеевский,55.8148783,37.6506684,Сицилия,55.81920666482987,37.644691998622086,Pizza Place
Алексеевский,55.8148783,37.6506684,азбука вкуса,55.820968,37.645901,Convenience Store
Алексеевский,55.8148783,37.6506684,Wake Park Сокольники,55.810264374554876,37.66230896848586,Surf Spot
Алексеевский,55.8148783,37.6506684,5lb — Спортивное питание,55.813604535919815,37.63898818737584,Supplement Shop
Алексеевский,55.8148783,37.6506684,Бахрушин Лофт,55.80944576749277,37.65539808600165,Photography Studio
Алексеевский,55.8148783,37.6506684,"Фактор Страха ""Астрал""👻🔪",55.80925730883332,37.65464980338056,Arcade
Алексеевский,55.8148783,37.6506684,Студия Красоты Грива,55.82019346496019,37.647183363065096,Salon / Barbershop
Алексеевский,55.8148783,37.6506684,3DanceStudio,55.81716562395895,37.65543501332415,Dance Studio
Алексеевский,55.8148783,37.6506684,Джонджоли,55.81046181788401,37.63747196212013,Caucasian Restaurant
Алексеевский,55.8148783,37.6506684,Анахата Йога,55.810691753006964,37.65124314768708,Yoga Studio
Алексеевский,55.8148783,37.6506684,Cosmos spa,55.822194469881424,37.645994424819946,Massage Studio
Алексеевский,55.8148783,37.6506684,Церковная Горка,55.81941995808361,37.642161918549895,Park
Алексеевский,55.8148783,37.6506684,Группа РЛД,55.810879236020185,37.651860441110856,Auto Workshop
Алексеевский,55.8148783,37.6506684,Кулинарная лавка братьев Караваевых,55.80947446931365,37.63812933845392,Bakery
Алексеевский,55.8148783,37.6506684,Бассейн «Космос»,55.82269520506457,37.64577227848587,Gym Pool
Алексеевский,55.8148783,37.6506684,Вкусвилл,55.80946926018131,37.63813018798828,Health Food Store
Алтуфьевский,55.880255000000005,37.5816349,Эстетик,55.88019263531858,37.5870587963711,Salon / Barbershop
Алтуфьевский,55.880255000000005,37.5816349,Spar,55.87922754936266,37.58130237572503,Supermarket
Алтуфьевский,55.880255000000005,37.5816349,Виват,55.87939761805048,37.57972165794369,Café
Алтуфьевский,55.880255000000005,37.5816349,Incity,55.88815417929122,37.58797707797904,Women's Store
Алтуфьевский,55.880255000000005,37.5816349,Shell,55.88757737,37.586156,Gas Station
Алтуфьевский,55.880255000000005,37.5816349,Shark,55.8743583468236,37.587531344031966,Gym / Fitness Center
Алтуфьевский,55.880255000000005,37.5816349,Бибирево-84,55.88028644424954,37.58786178006854,Grocery Store
Алтуфьевский,55.880255000000005,37.5816349,Cats&Dogs,55.88775832401907,37.58854372874283,Pet Store
Алтуфьевский,55.880255000000005,37.5816349,Паб Жигулевское,55.879777768789545,37.59383151352987,Pub
Алтуфьевский,55.880255000000005,37.5816349,Пятерочка,55.879346524966024,37.57976992366357,Supermarket
Алтуфьевский,55.880255000000005,37.5816349,Отель Polaris,55.87573327797296,37.58714827477628,Hotel
Алтуфьевский,55.880255000000005,37.5816349,Дочки-сыночки,55.888296,37.588674,Kids Store
Алтуфьевский,55.880255000000005,37.5816349,Дикси,55.87419843055892,37.58900340213628,Convenience Store
Алтуфьевский,55.880255000000005,37.5816349,Контактный зоопарк «Лесное посольство»,55.888101478371574,37.58796089056751,Zoo Exhibit
Алтуфьевский,55.880255000000005,37.5816349,Пятёрочка,55.879896,37.576013,Supermarket
Алтуфьевский,55.880255000000005,37.5816349,Сударь,55.88119120591451,37.58470758397735,Men's Store
Алтуфьевский,55.880255000000005,37.5816349,Пятерочка,55.882373355777105,37.586889804563256,Supermarket
Алтуфьевский,55.880255000000005,37.5816349,Остановка «Кинотеатр Марс»,55.88037449804138,37.586557399533575,Bus Stop
Алтуфьевский,55.880255000000005,37.5816349,Автосервис Рионель,55.87834516977766,37.59628884799502,Auto Workshop
Алтуфьевский,55.880255000000005,37.5816349,Маршрутка № 259,55.885132326344426,37.58697509765625,Bus Line
Алтуфьевский,55.880255000000005,37.5816349,Burger club,55.888303,37.588195,Burger Joint
Алтуфьевский,55.880255000000005,37.5816349,Стекляшка,55.875992604707406,37.57066851137587,Grocery Store
